,Unnamed: 0,평점,날짜,제목,내용
165,165,5,19.05.24.,선크림 샘플 체험해서 써봤는데 여름에 쓰기에 가볍고,선크림 샘플 체험해서 써봤는데 여름에 쓰기에 가볍고 좋은것 같아서 제가 과민성인데 보습 잘해주고 바르면 딱 좋은것 같아요 얼굴에 트러블도 안나고 우선 개인차가 있겠지만 저는 되게 좋아요 꼼꼼한 포장과 여러샘플 챙겨주셔서 너무 감사합니다 잘쓸께용
166,166,4,19.11.13.,괜찮네요 최근에 피부가 예민해져서 썼던 제품도 피부가 뒤집어져서요 주변에서 순하다는 말을 듣고 구입했어요 피부도 편안하고 사용감도 괜찮아요 무기자차라서 그런지 백탁현상은,괜찮네요 최근에 피부가 예민해져서 썼던 제품도 피부가 뒤집어져서요 주변에서 순하다는 말을 듣고 구입했어요 피부도 편안하고 사용감도 괜찮아요 무기자차라서 그런지 백탁현상은 있어서 좀 그렇긴한데 피부가 편안해서 그냥 사용해볼까합니다
167,167,4,19.08.08.,무지당겨요,한여름 밖에 못쓰겠어요 무지당김 끈적이는거 싫어서 샀는데 끈적이는 것 보단 나아요 당겨서 세안하고 기초 잘발라줘야함 크게 백탁은없고 약간 하베이스 바른정도 당겨서 세안할때 꼼꼼하게 촉촉하게 클렌징 해줘야함 안하니 각질생김
168,168,4,20.01.01.,사용감이 틀려 졋어요 자연스런 광이 없이 푸석해졋어요 전엔 기름기 끈적임 이런거 아니라 자연스럽게 광이 났어서 피부 결점이 완화 되어 보엿는데 파우더 해도 광이 계속 있어서 잘만들,사용감이 틀려 졋어요 자연스런 광이 없이 푸석해졋어요 전엔 기름기 끈적임 이런거 아니라 자연스럽게 광이 났어서 피부 결점이 완화 되어 보엿는데 파우더 해도 광이 계속 있어서 잘만들엇다 햇엇는데ㅠ 아쉽네요 성분이 바뀌엇다네요 
169,169,3,19.08.02.,보통이에요,기존에 계속 쓰던 타사제품이 단종되서 구매했어요발림성은 로션처럼 아주 좋아요백탁은 아닌데 뭔지 모르게 피부보다 너무 밝아져서 파데를 올리면 얼굴하고 목 하고 따로 놀아요원래 쓰던거는 안그랬거든요 ㅠㅠ그리고 살짝 답답한 느낌이 들고 예민한 피부가 아닌데 시간이 지나면 얼굴이 가려워요저랑은 안맞는듯 해요
170,170,4,19.10.02.,몇번이고 재구매 중이에요건조한 편이라 촉촉한 기초 촉촉한 화장을 주로 하는데 이 사이에 잡아주기 딱 좋아요화장 안하고 선크림으로만 마무리 할땐살짝 매트하긴 한데기초를 좀 더 탄탄,몇번이고 재구매 중이에요건조한 편이라 촉촉한 기초 촉촉한 화장을주로 하는데 이 사이에 잡아주기 딱 좋아요화장 안하고 선크림으로만 마무리 할땐살짝 매트하긴 한데기초를 좀 더 탄탄히 하는 계절이라이번에도 잘 사용하게 될 것 같아요편리하게잘 사용할 것 같아요 감사합니다
171,171,5,19.08.21.,일단 썬크림은 대부분 기름지거든요그런데 이 썬 크림은 전혀요그리고 백탁현상이 없어서 너무 좋고 효과도 짱입니다 이 썬크림은 나의 인생탬이미 개째입니다극추그리고 항상 샘,일단 썬크림은 대부분 기름지거든요그런데 이 썬 크림은 전혀요그리고 백탁현상이 없어서 너무 좋고 효과도 짱입니다 이 썬크림은 나의 인생탬이미 개째입니다극추그리고 항상 샘플 어마어마하게 줘요그것도 미니썬크림으로 센스있으셔
172,172,5,19.08.19.,몇년간 한 브랜드 선크림만 쭉 써오다 닥터지가 성분이 좋다는 얘기듣고 구매봤어요ㅎㅎ백탁은 처음 바를 때 약간 있는듯 했는데 흡수되니 거의 없고 잘 발려지고 촉촉한 편입니다 그런,몇년간 한 브랜드 선크림만 쭉 써오다 닥터지가 성분이 좋다는 얘기듣고 구매봤어요ㅎㅎ백탁은 처음 바를 때 약간 있는듯 했는데 흡수되니 거의 없고 잘 발려지고 촉촉한 편입니다 그런데 아주 약간 밀림 현상이 있어서 그게 살짝 아쉽지만 그래도 만족도 높은 제품입니다
173,173,5,19.02.17.,최고예요,닥터지는 선크림이 유명해서 알게된 브랜드에요브라트닝업만 쓰다가 그린마일드업이 무기자외선이라 피부에 더좋기에 번갈아가며 쓰고있어요 피지분비 많은 한여름엔 브라이트닝 뽀송하게발려서좋고 건조한계절엔 그린마일드업으로 사용하니 좋아요유통기한도 년까지 넉넉해서 뒀다가 집에 남아있는거 다쓰고 개봉해야겠어요 올리브에서 사면 샘플도 없는데 온라인공식몰에선 다양한 샘플도 챙겨받고 더 저렴하기에 꾸준히 이용합니다 미니사이즈로 주신 선크림은 여행다닐때 편리하게 들고다녀 넘 좋아요 본품구성에 덤으로 같이 끼워팔면 좋겠어요
174,174,5,19.08.26.,백탁도 심하지 않고 적당하고 되게 부드럽게 잘 발려요 제품 자체는 촉촉한데 바르고 나면 얼굴이 좀 건조한 느낌이 들었지만 주변 지인들은 다들 안그런다고 좋다고 어디 제품이냐고 물,백탁도 심하지 않고 적당하고 되게 부드럽게 잘 발려요 제품 자체는 촉촉한데 바르고 나면 얼굴이 좀 건조한 느낌이 들었지만 주변 지인들은 다들 안그런다고 좋다고 어디 제품이냐고 물어보더라고요 저도 재구매의사 있습니다
175,175,5,18.07.18.,만족합니다,선크림은 진짜 사바사라서 구매전 후기를 많이 살펴보았는데요 닥터지 썬크림은 많은 분들이 추천하기도 하지만건조하다는 평이 있어서 많이 고민을 했어요직접 써보지 않으면 잘 맞는지 알기 어려운것 같아구매를 결정 하게되었습니다일단 배송 빠르고 사은품도 있어서 좋았어요썸넬에는 클렌징제품이 사은품이지만 상품평을 보면미스트를 준다고 써있어요 헷갈리실것 같아서 참고바라요저는 티존 부위에 유분이 많은 복합성 피부인데요특히나 여름이 되면 다른 부분도 유분이 많아져요반대로 겨울되면 급건조해지는 닥터지 썬크림을 써보니 화장이 뭉치는것 없이 고정되어 맘에 들었어요 머리카락 달라붙는거 싫어하는데 끈적임도 적었어요 무기자차 특성상 코팅된 느낌이 이질적으로 느껴지기도 하지만 요즘 같은 폭염엔 녹아내리는 화장을 막기위해 반드시 필요한 아이인것 같아요 피부타입이 같아도 사람마다 잘 맞는 제품이 다르기 때문에 참고만 해주세요
176,176,4,19.05.04.,샘플 사용해 보고 그동안 사용했던 선제품이랑 달라 넘 신기해서 주문했어요 기초를 아주 넉넉하게 바르지만 않는다면끈적거림 없습니다 기초 양조절만 잘 하심 넘 좋은 제품이에요 기,샘플 사용해 보고 그동안 사용했던 선제품이랑 달라 넘 신기해서 주문했어요 기초를 아주 넉넉하게 바르지만 않는다면끈적거림 없습니다 기초 양조절만 잘 하심 넘 좋은 제품이에요 기초가 넘 안되있음 건조하기도 합니다 기초만 했을 때도 선제품까지 해도 끈적거리고 번들거려 싫어하는데 그동안 선제품 중 최고네요 건조한 타입인데 끈적이는건 넘나 싫어 합니다 ㅎㅎ 아주 살짝 피부톤도 잡아주구요 넉넉히 많이 발라도 부담이 없어 좋으네요 이 제품이 최고인줄 알았는데 같이 주문한 브라이트닝 선 사용해보니 걔가 최고네요
177,177,5,19.07.12.,순하다는 평을 여기저기서 보고 고른거예요정말 피,순하다는 평을 여기저기서 보고 고른거예요정말 피부에 자극이 없어서 좋네요건성에 가까운 중성 피부인데초여름에 발랐을땐 유분이 너무 없어서 당기는 느낌을 받았어요 요즘처럼 땀이 많이 날땐 오히려 진득거리지 않아 굉장히 만족스럽네요닥터지 제품들 한번씩 다 써보고 싶단 욕심이 생겨요ㅋㅋㅋ
178,178,5,19.07.12.,순하다는 평을 여기저기서 보고 고른거,순하다는 평을 여기저기서 보고 고른거예요정말 피부에 자극이 없어서 좋네요건성에 가까운 중성 피부인데초여름에 발랐을땐 유분이 너무 없어서 당기는 느낌을 받았어요 요즘처럼 땀이 많이 날땐 오히려 진득거리지 않아 굉장히 만족스럽네요닥터지 제품들 한번씩 다 써보고 싶단 욕심이 생겨요ㅋㅋㅋ
179,179,5,19.07.25.,너무 좋네요,무기자차 치고 정말 부드럽게 발리는 편이고 무겁지도 않고 정말 만족 중입니다기본 자 이상 작성시  즉시지급이미지 등록시  즉시 추가지급개당 상품 가격이 원 이하 상품은 적립대상에서 제외되며리뷰 포인트는 최초 회 작성시에만 지급됩니다같은 단어가 반복된 내용은 임의로 삭제되며 지급된 포인트가 회수될 수 있습니다다른 고객님들에게 유용한 상품 리뷰를 작성해주세요
180,180,4,19.08.21.,다른제품에비해 넘물같지두않고 그렇다고 뻑뻑하지도않아 발림성이 괜찮아요 바르고나면 밀리지도않고 백탁현상없이 피부에 흡수가 빠른듯젤 좋았던건 선크림이나 일반 크림들 잘못바르면,다른제품에비해 넘물같지두않고 그렇다고 뻑뻑하지도않아 발림성이 괜찮아요바르고나면 밀리지도않고 백탁현상없이 피부에 흡수가 빠른듯젤 좋았던건 선크림이나 일반 크림들 잘못바르면 얼굴이 간지러워서 바로 세안하는경우가 많은데 간지러움하나없이 피부가 편했어요
181,181,5,19.08.30.,년째 쓰고있는 썬크림이예요 성분도 나쁘지 않고백탁없는 썬크림 찾다 알게 된건데 좋아요무엇보다 지성인 저한테 잘 맞는거 같아요 그렇다고 건조하거나 그렇진 않아요 되려 시간이 지,년째 쓰고있는 썬크림이예요 성분도 나쁘지 않고백탁없는 썬크림 찾다 알게 된건데 좋아요무엇보다 지성인 저한테 잘 맞는거 같아요 그렇다고 건조하거나 그렇진 않아요 되려 시간이 지나선 약간의 번들거림은 있지만 지저분하거나 더러워 보이지 않고 자연스러워 보이는 정도입니다 추천합니다
182,182,5,19.08.17.,벌써 년째 이것만 쓰고 있어요눈시림 때문에 썬크림 유목민 생활하다가 샘플로 써보고 바로 정착했습니다ㅠㅠㅠ잘 안지워 지는게 단점이라면 단점입니다만 꼼꼼하게 세안하면 다 지워지더라,벌써 년째 이것만 쓰고 있어요눈시림 때문에 썬크림 유목민 생활하다가 샘플로 써보고 바로 정착했습니다ㅠㅠㅠ잘 안지워 지는게 단점이라면 단점입니다만 꼼꼼하게 세안하면 다 지워지더라구요아 그리고 샘플 정말 많이 주셨어요ㅠㅠㅠ 잘쓸게용
183,183,5,19.09.24.,집에서 밖으로 나가기 전 필수로 그린 마일드 업 선을 꼭 발라요 이번에 개를 구입하게 되었는데 사은품이랑 샘플을 정말 푸짐하게 보내주셔서 감사한 마음과 닥터지는 사랑이라는 제,집에서 밖으로 나가기 전 필수로 그린 마일드 업 선을 꼭 발라요 이번에 개를 구입하게 되었는데 사은품이랑 샘플을 정말 푸짐하게 보내주셔서 감사한 마음과 닥터지는 사랑이라는 제 마음을 표현했어요 좋은 제품 만들어주셔서 감사합니다
184,184,4,19.05.15.,배송예정일이 화요일이였고 입금은 월일에 받은날짜가 일구매하신분들이 썬크림 로션같아 끈적임없고 발림성이 좋아 구매 했다고 하셨는뎁 정말 좋으네요배송만 빨랐음 좋았을꺼란,배송예정일이 화요일이였고 입금은 월일에 받은날짜가 일구매하신분들이 썬크림 로션같아 끈적임없고 발림성이 좋아 구매 했다고 하셨는뎁 정말 좋으네요배송만 빨랐음 좋았을꺼란 생각이 드네요아깐 샘플만 열어 보았는뎁 리는 은박지가 씌워져있지않네요 보통 뚜껑열면 뚜껑 표면에 은박지가 씌워져 있던데이건 무언가요본제품이 이런건가요
185,185,2,19.06.14.,기초제품과 선크림을 몇 년동안 써와서 녹색 무기자차 선크림이 출시됐다고 하길래 기대하고 구매했더니백탁이 너무 심해서 많이바르면 얼굴만 허옇게 둥둥뜨고처음엔 촉촉한 것 같으나,기초제품과 선크림을 몇 년동안 써와서 녹색 무기자차 선크림이 출시됐다고 하길래 기대하고 구매했더니백탁이 너무 심해서 많이바르면 얼굴만 허옇게 둥둥뜨고처음엔 촉촉한 것 같으나 시간이 지나면 속건조 유발해 중성피부인 제 피부조차 너무 건조해져 수습하느라 힘들었습니다재구매의사 전혀 없어요
186,186,5,19.09.10.,다앙한 선크림을 사용해봤는데요 눈시림,다앙한 선크림을 사용해봤는데요 눈시림과 번들거림때문에 만족하지못하고 힘들었는데 닥터지썬크림은 발림성이 좋고 피부에 잘스들고 눈 주위에 발라도 눈따가움 눈시림도 없어 매우 만족하며 사용하고 있습니다적극 추천합니다
187,187,5,19.09.10.,다앙한 선크림을 사용해봤는데요 눈시림과 번들거림때문,다앙한 선크림을 사용해봤는데요 눈시림과 번들거림때문에 만족하지못하고 힘들었는데 닥터지썬크림은 발림성이 좋고 피부에 잘스들고 눈 주위에 발라도 눈따가움 눈시림도 없어 매우 만족하며 사용하고 있습니다적극 추천합니다
